placeDcid,placeName,Date:Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,Value:Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,Source:Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,Date:Count_Person_25OrMoreYears_EducationalAttainmentHighSchoolGraduateGedOrAlternative_NoHealthInsurance,Value:Count_Person_25OrMoreYears_EducationalAttainmentHighSchoolGraduateGedOrAlternative_NoHealthInsurance,Source:Count_Person_25OrMoreYears_EducationalAttainmentHighSchoolGraduateGedOrAlternative_NoHealthInsurance,Date:Percent_Person_Obesity,Value:Percent_Person_Obesity,Source:Percent_Person_Obesity,Date:Amount_EconomicActivity_GrossDomesticProduction_RealValue,Value:Amount_EconomicActivity_GrossDomesticProduction_RealValue,Source:Amount_EconomicActivity_GrossDomesticProduction_RealValue,Date:Count_HousingUnit,Value:Count_HousingUnit,Source:Count_HousingUnit
geoId/28117,Prentiss County,2020,3273,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1021,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.9,https://www.cdc.gov/places/index.html,2018,522245000,https://www.bea.gov/,2020,11240,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48131,Duval County,2020,2755,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,718,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,42.5,https://www.cdc.gov/places/index.html,2018,436507000,https://www.bea.gov/,2020,5591,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/10003,New Castle County,2020,94869,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,12025,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.2,https://www.cdc.gov/places/index.html,2018,42517640000,https://www.bea.gov/,2020,224242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17089,Kane County,2020,75258,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,13998,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.1,https://www.cdc.gov/places/index.html,2018,21846847000,https://www.bea.gov/,2020,189301,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20109,Logan County,2020,357,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,105,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.8,https://www.cdc.gov/places/index.html,2018,143712000,https://www.bea.gov/,2020,1449,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36085,Richmond County,2020,77361,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,10044,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.2,https://www.cdc.gov/places/index.html,2018,14514449000,https://www.bea.gov/,2020,180883,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37089,Henderson County,2020,14256,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3986,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31,https://www.cdc.gov/places/index.html,2018,4235883000,https://www.bea.gov/,2020,58196,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48057,Calhoun County,2020,3724,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,863,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.7,https://www.cdc.gov/places/index.html,2018,1861259000,https://www.bea.gov/,2020,12091,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/06017,El Dorado County,2020,16988,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,4388,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,26.2,https://www.cdc.gov/places/index.html,2018,7653908000,https://www.bea.gov/,2020,91569,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29017,Bollinger County,2020,1200,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,595,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38,https://www.cdc.gov/places/index.html,2018,187918000,https://www.bea.gov/,2020,5877,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35017,Grant County,2020,4109,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,841,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32,https://www.cdc.gov/places/index.html,2018,1170854000,https://www.bea.gov/,2020,15105,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72013,Arecibo Municipio,2020,25890,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1457,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,,,,,,,2020,41200,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18063,Hendricks County,2020,17443,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3618,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.3,https://www.cdc.gov/places/index.html,2018,6030852000,https://www.bea.gov/,2020,62846,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34017,Hudson County,2020,122213,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,36237,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,24.1,https://www.cdc.gov/places/index.html,2018,44690400000,https://www.bea.gov/,2020,284561,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/40117,Pawnee County,2020,2459,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1023,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39,https://www.cdc.gov/places/index.html,2018,345675000,https://www.bea.gov/,2020,7839,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12119,Sumter County,2020,10037,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2580,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.8,https://www.cdc.gov/places/index.html,2018,2484841000,https://www.bea.gov/,2020,72655,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37185,Warren County,2020,5363,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,993,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.8,https://www.cdc.gov/places/index.html,2018,323338000,https://www.bea.gov/,2020,12051,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/40073,Kingfisher County,2020,2111,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,550,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.3,https://www.cdc.gov/places/index.html,2018,947739000,https://www.bea.gov/,2020,6557,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/55123,Vernon County,2020,2524,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,786,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.3,https://www.cdc.gov/places/index.html,2018,932889000,https://www.bea.gov/,2020,14173,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08019,Clear Creek County,2020,780,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,159,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,22.2,https://www.cdc.gov/places/index.html,2018,500533000,https://www.bea.gov/,2020,5745,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20167,Russell County,2020,514,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,204,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37,https://www.cdc.gov/places/index.html,2018,340325000,https://www.bea.gov/,2020,3883,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26015,Barry County,2020,6731,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1720,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.1,https://www.cdc.gov/places/index.html,2018,1434575000,https://www.bea.gov/,2020,27785,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30031,Gallatin County,2020,8166,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2386,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,23.9,https://www.cdc.gov/places/index.html,2018,5178452000,https://www.bea.gov/,2020,51011,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/55085,Oneida County,2020,2605,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,900,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.1,https://www.cdc.gov/places/index.html,2018,1479908000,https://www.bea.gov/,2020,31240,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18039,Elkhart County,2020,32473,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,9290,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.5,https://www.cdc.gov/places/index.html,2018,12038611000,https://www.bea.gov/,2020,79389,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26149,St. Joseph County,2020,7487,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1828,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.6,https://www.cdc.gov/places/index.html,2018,1903755000,https://www.bea.gov/,2020,27983,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37125,Moore County,2020,12727,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3049,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.3,https://www.cdc.gov/places/index.html,2018,3190937000,https://www.bea.gov/,2020,48003,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72151,Yabucoa Municipio,2020,9640,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,511,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,,,,,,,2020,14648,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12089,Nassau County,2020,11098,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3272,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.8,https://www.cdc.gov/places/index.html,2018,2213296000,https://www.bea.gov/,2020,40141,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13269,Taylor County,2020,1702,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,483,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.1,https://www.cdc.gov/places/index.html,2018,196727000,https://www.bea.gov/,2020,4623,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16057,Latah County,2020,2489,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,683,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.8,https://www.cdc.gov/places/index.html,2018,1242423000,https://www.bea.gov/,2020,17132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19165,Shelby County,2020,735,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,260,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.8,https://www.cdc.gov/places/index.html,2018,1023116000,https://www.bea.gov/,2020,5567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20179,Sheridan County,2020,227,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,61,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.4,https://www.cdc.gov/places/index.html,2018,131903000,https://www.bea.gov/,2020,1252,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38035,Grand Forks County,2020,6839,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1209,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.9,https://www.cdc.gov/places/index.html,2018,3740414000,https://www.bea.gov/,2020,33267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46117,Stanley County,2020,274,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,101,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.2,https://www.cdc.gov/places/index.html,2018,214228000,https://www.bea.gov/,2020,1614,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/55073,Marathon County,2020,12337,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2911,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.1,https://www.cdc.gov/places/index.html,2018,8056817000,https://www.bea.gov/,2020,59633,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18007,Benton County,2020,1261,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,465,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.4,https://www.cdc.gov/places/index.html,2018,421798000,https://www.bea.gov/,2020,3917,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/42057,Fulton County,2020,1858,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,628,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.2,https://www.cdc.gov/places/index.html,2018,663976000,https://www.bea.gov/,2020,7269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48457,Tyler County,2020,3547,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1080,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.8,https://www.cdc.gov/places/index.html,2018,434587000,https://www.bea.gov/,2020,10922,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16005,Bannock County,2020,9522,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2831,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.6,https://www.cdc.gov/places/index.html,2018,2745368000,https://www.bea.gov/,2020,34550,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29137,Monroe County,2020,1128,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,436,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.2,https://www.cdc.gov/places/index.html,2018,271330000,https://www.bea.gov/,2020,4854,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36075,Oswego County,2020,18713,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3485,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.5,https://www.cdc.gov/places/index.html,2018,5992557000,https://www.bea.gov/,2020,54622,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/40137,Stephens County,2020,6770,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2377,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.7,https://www.cdc.gov/places/index.html,2018,1484321000,https://www.bea.gov/,2020,20670,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/40143,Tulsa County,2020,107778,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,25615,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32,https://www.cdc.gov/places/index.html,2018,46158530000,https://www.bea.gov/,2020,284341,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/42051,Fayette County,2020,20456,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,5473,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.7,https://www.cdc.gov/places/index.html,2018,4008354000,https://www.bea.gov/,2020,63820,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/05017,Chicot County,2020,2627,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,644,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,42.1,https://www.cdc.gov/places/index.html,2018,244098000,https://www.bea.gov/,2020,5429,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08021,Conejos County,2020,1071,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,358,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,29.4,https://www.cdc.gov/places/index.html,2018,244248000,https://www.bea.gov/,2020,4343,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13093,Dooly County,2020,3067,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,860,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,42.1,https://www.cdc.gov/places/index.html,2018,312341000,https://www.bea.gov/,2020,6226,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18103,Miami County,2020,4838,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1308,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.9,https://www.cdc.gov/places/index.html,2018,824484000,https://www.bea.gov/,2020,15398,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/27129,Renville County,2020,1291,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,371,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.1,https://www.cdc.gov/places/index.html,2018,730537000,https://www.bea.gov/,2020,7334,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35041,Roosevelt County,2020,3007,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,709,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.1,https://www.cdc.gov/places/index.html,2018,643474000,https://www.bea.gov/,2020,8550,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48063,Camp County,2020,2294,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,545,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.3,https://www.cdc.gov/places/index.html,2018,431406000,https://www.bea.gov/,2020,5814,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21203,Rockcastle County,2020,2620,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,839,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.8,https://www.cdc.gov/places/index.html,2018,266553000,https://www.bea.gov/,2020,7881,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21233,Webster County,2020,1801,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,721,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.4,https://www.cdc.gov/places/index.html,2018,590257000,https://www.bea.gov/,2020,5979,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/27143,Sibley County,2020,1055,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,331,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.3,https://www.cdc.gov/places/index.html,2018,451649000,https://www.bea.gov/,2020,6606,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34025,Monmouth County,2020,66794,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,16626,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,29.3,https://www.cdc.gov/places/index.html,2018,31954708000,https://www.bea.gov/,2020,262088,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08017,Cheyenne County,2020,79,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,69,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,25.8,https://www.cdc.gov/places/index.html,2018,235536000,https://www.bea.gov/,2020,1012,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/10001,Kent County,2020,35609,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3639,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.8,https://www.cdc.gov/places/index.html,2018,6700040000,https://www.bea.gov/,2020,73073,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13075,Cook County,2020,3225,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1230,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.1,https://www.cdc.gov/places/index.html,2018,366696000,https://www.bea.gov/,2020,7456,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18089,Lake County,2020,98262,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,19172,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.9,https://www.cdc.gov/places/index.html,2018,22602046000,https://www.bea.gov/,2020,213679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21095,Harlan County,2020,4374,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1857,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,45.7,https://www.cdc.gov/places/index.html,2018,568852000,https://www.bea.gov/,2020,13583,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/28059,Jackson County,2020,29550,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,6379,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.8,https://www.cdc.gov/places/index.html,2018,7522803000,https://www.bea.gov/,2020,62451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/39085,Lake County,2020,31760,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,6542,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.5,https://www.cdc.gov/places/index.html,2018,10482488000,https://www.bea.gov/,2020,103212,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48493,Wilson County,2020,6249,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2097,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.3,https://www.cdc.gov/places/index.html,2018,1046254000,https://www.bea.gov/,2020,17676,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12075,Levy County,2020,6807,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,3104,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.3,https://www.cdc.gov/places/index.html,2018,1102272000,https://www.bea.gov/,2020,20760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13153,Houston County,2020,24856,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,5639,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.3,https://www.cdc.gov/places/index.html,2018,6039600000,https://www.bea.gov/,2020,63867,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13229,Pierce County,2020,4531,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1179,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.9,https://www.cdc.gov/places/index.html,2018,371570000,https://www.bea.gov/,2020,8238,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16001,Ada County,2020,48811,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,11596,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,24.8,https://www.cdc.gov/places/index.html,2018,24825864000,https://www.bea.gov/,2020,187116,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16013,Blaine County,2020,4257,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,732,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,26.3,https://www.cdc.gov/places/index.html,2018,1400281000,https://www.bea.gov/,2020,15523,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/27093,Meeker County,2020,2049,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,448,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.5,https://www.cdc.gov/places/index.html,2018,803213000,https://www.bea.gov/,2020,10951,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30109,Wibaux County,2020,31,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,40,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.9,https://www.cdc.gov/places/index.html,2018,76035000,https://www.bea.gov/,2020,607,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12001,Alachua County,2020,42201,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,6967,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.7,https://www.cdc.gov/places/index.html,2018,12447381000,https://www.bea.gov/,2020,118861,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18167,Vigo County,2020,16320,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,4053,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.6,https://www.cdc.gov/places/index.html,2018,4542724000,https://www.bea.gov/,2020,47351,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30091,Sheridan County,2020,152,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,64,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.9,https://www.cdc.gov/places/index.html,2018,234348000,https://www.bea.gov/,2020,2098,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
