placeDcid,placeName,Date:Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,Value:Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,Source:Count_Person_Civilian_SingleMotherFamilyHousehold_NonInstitutionalized,Date:Count_Person_25OrMoreYears_EducationalAttainmentHighSchoolGraduateGedOrAlternative_NoHealthInsurance,Value:Count_Person_25OrMoreYears_EducationalAttainmentHighSchoolGraduateGedOrAlternative_NoHealthInsurance,Source:Count_Person_25OrMoreYears_EducationalAttainmentHighSchoolGraduateGedOrAlternative_NoHealthInsurance,Date:Percent_Person_Obesity,Value:Percent_Person_Obesity,Source:Percent_Person_Obesity,Date:Amount_EconomicActivity_GrossDomesticProduction_RealValue,Value:Amount_EconomicActivity_GrossDomesticProduction_RealValue,Source:Amount_EconomicActivity_GrossDomesticProduction_RealValue,Date:Count_HousingUnit,Value:Count_HousingUnit,Source:Count_HousingUnit
geoId/48405,San Augustine County,2020,1524,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,773,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.8,https://www.cdc.gov/places/index.html,2018,1019175000,https://www.bea.gov/,2020,5471,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51001,Accomack County,2020,5286,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2013,1687,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.4,https://www.cdc.gov/places/index.html,2018,2794309000,https://www.bea.gov/,2020,21299,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/56007,Carbon County,2020,1883,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,554,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32.4,https://www.cdc.gov/places/index.html,2018,1324296000,https://www.bea.gov/,2020,8809,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12051,Hendry County,2020,9976,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2148,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.4,https://www.cdc.gov/places/index.html,2018,1216050000,https://www.bea.gov/,2020,14932,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13307,Webster County,2020,261,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,208,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.9,https://www.cdc.gov/places/index.html,2018,68097000,https://www.bea.gov/,2020,1536,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26051,Gladwin County,2020,2492,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,913,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.7,https://www.cdc.gov/places/index.html,2018,468988000,https://www.bea.gov/,2020,17962,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38099,Walsh County,2020,731,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,360,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.2,https://www.cdc.gov/places/index.html,2018,487946000,https://www.bea.gov/,2020,5571,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/39081,Jefferson County,2020,10335,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2466,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40,https://www.cdc.gov/places/index.html,2018,3836529000,https://www.bea.gov/,2020,32448,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/44001,Bristol County,2020,4715,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,856,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,24.8,https://www.cdc.gov/places/index.html,2018,1546297000,https://www.bea.gov/,2020,21110,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/55013,Burnett County,2020,1512,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,472,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.6,https://www.cdc.gov/places/index.html,2018,477629000,https://www.bea.gov/,2020,15680,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/04012,La Paz County,2020,3111,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,607,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.8,https://www.cdc.gov/places/index.html,2018,602409000,https://www.bea.gov/,2020,16308,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13017,Ben Hill County,2020,4819,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,962,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.4,https://www.cdc.gov/places/index.html,2018,481148000,https://www.bea.gov/,2020,8015,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19075,Grundy County,2020,882,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,283,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36,https://www.cdc.gov/places/index.html,2018,638762000,https://www.bea.gov/,2020,5587,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21083,Graves County,2020,4783,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1766,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.4,https://www.cdc.gov/places/index.html,2018,1174116000,https://www.bea.gov/,2020,16862,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38079,Rolette County,2020,4894,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,642,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,45.2,https://www.cdc.gov/places/index.html,2018,374598000,https://www.bea.gov/,2020,5590,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/39079,Jackson County,2020,4501,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1276,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,43.3,https://www.cdc.gov/places/index.html,2018,899289000,https://www.bea.gov/,2020,14914,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/42105,Potter County,2020,2128,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,816,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.7,https://www.cdc.gov/places/index.html,2018,744771000,https://www.bea.gov/,2020,13011,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/05035,Crittenden County,2020,14379,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2182,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.2,https://www.cdc.gov/places/index.html,2018,1481505000,https://www.bea.gov/,2020,21790,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/15007,Kauai County,2020,10379,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1475,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,22.7,https://www.cdc.gov/places/index.html,2018,4083693000,https://www.bea.gov/,2020,31261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20025,Clark County,2020,223,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,62,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.5,https://www.cdc.gov/places/index.html,2018,249258000,https://www.bea.gov/,2020,1171,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30055,McCone County,2020,71,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,53,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.2,https://www.cdc.gov/places/index.html,2018,99139000,https://www.bea.gov/,2020,1133,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47095,Lake County,2020,825,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,294,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,41.4,https://www.cdc.gov/places/index.html,2018,193306000,https://www.bea.gov/,2020,2592,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48435,Sutton County,2020,522,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,207,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.7,https://www.cdc.gov/places/index.html,2018,489548000,https://www.bea.gov/,2020,1936,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51079,Greene County,2020,2686,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,430,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32.9,https://www.cdc.gov/places/index.html,2018,465023000,https://www.bea.gov/,2020,8384,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51169,Scott County,2020,2927,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,697,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.2,https://www.cdc.gov/places/index.html,2018,455265000,https://www.bea.gov/,2020,11960,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/55067,Langlade County,2020,2061,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,712,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32.7,https://www.cdc.gov/places/index.html,2018,673616000,https://www.bea.gov/,2020,12614,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/05013,Calhoun County,2020,913,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,323,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.8,https://www.cdc.gov/places/index.html,2018,344894000,https://www.bea.gov/,2020,2943,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17071,Henderson County,2020,576,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,287,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.4,https://www.cdc.gov/places/index.html,2018,201065000,https://www.bea.gov/,2020,3872,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19183,Washington County,2020,2813,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,389,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33,https://www.cdc.gov/places/index.html,2018,1151368000,https://www.bea.gov/,2020,9777,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34039,Union County,2020,101650,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,24388,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,27.6,https://www.cdc.gov/places/index.html,2018,36426964000,https://www.bea.gov/,2020,202823,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35039,Rio Arriba County,2020,9265,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2103,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.9,https://www.cdc.gov/places/index.html,2018,1343500000,https://www.bea.gov/,2020,20226,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37145,Person County,2020,8071,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1615,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.9,https://www.cdc.gov/places/index.html,2018,1302748000,https://www.bea.gov/,2020,18578,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/42011,Berks County,2020,73135,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,10963,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.2,https://www.cdc.gov/places/index.html,2018,18443415000,https://www.bea.gov/,2020,167514,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48273,Kleberg County,2020,4874,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,946,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,40.4,https://www.cdc.gov/places/index.html,2018,1162135000,https://www.bea.gov/,2020,13310,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51093,Isle of Wight County,2020,5684,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,923,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.6,https://www.cdc.gov/places/index.html,2018,1608390000,https://www.bea.gov/,2020,15866,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13195,Madison County,2020,6144,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1523,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.7,https://www.cdc.gov/places/index.html,2018,482010000,https://www.bea.gov/,2020,12032,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50017,Orange County,2020,2962,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,760,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,28.5,https://www.cdc.gov/places/index.html,2018,754084000,https://www.bea.gov/,2020,15516,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/01091,Marengo County,2020,5341,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1022,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,44.7,https://www.cdc.gov/places/index.html,2018,657507000,https://www.bea.gov/,2020,10377,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13011,Banks County,2020,2109,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,886,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.9,https://www.cdc.gov/places/index.html,2018,432928000,https://www.bea.gov/,2020,7796,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13103,Effingham County,2020,8890,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2439,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32.8,https://www.cdc.gov/places/index.html,2018,1789623000,https://www.bea.gov/,2020,23462,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21147,McCreary County,2020,2008,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,728,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,43,https://www.cdc.gov/places/index.html,2018,225837000,https://www.bea.gov/,2020,7542,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22039,Evangeline Parish,2020,7728,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1100,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.2,https://www.cdc.gov/places/index.html,2018,870132000,https://www.bea.gov/,2020,15088,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26039,Crawford County,2020,1631,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,506,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.4,https://www.cdc.gov/places/index.html,2018,441864000,https://www.bea.gov/,2020,11244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/27095,Mille Lacs County,2020,3546,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,668,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,31.2,https://www.cdc.gov/places/index.html,2018,766914000,https://www.bea.gov/,2020,12991,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29081,Harrison County,2020,1315,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,319,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.1,https://www.cdc.gov/places/index.html,2018,275583000,https://www.bea.gov/,2020,4380,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38033,Golden Valley County,2020,88,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,50,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,34.9,https://www.cdc.gov/places/index.html,2018,77051000,https://www.bea.gov/,2020,1039,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45069,Marlboro County,2020,7642,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1430,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,43.1,https://www.cdc.gov/places/index.html,2018,719813000,https://www.bea.gov/,2020,12058,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47009,Blount County,2020,16808,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,5267,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37,https://www.cdc.gov/places/index.html,2018,4809024000,https://www.bea.gov/,2020,58320,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48233,Hutchinson County,2020,3699,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1262,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.6,https://www.cdc.gov/places/index.html,2018,7999065000,https://www.bea.gov/,2020,10652,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72015,Arroyo Municipio,2020,7208,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,378,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,,,,,,,2020,8274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20093,Kearny County,2020,652,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,56,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,42.9,https://www.cdc.gov/places/index.html,2018,317292000,https://www.bea.gov/,2020,1573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30051,Liberty County,2020,224,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,62,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32.1,https://www.cdc.gov/places/index.html,2018,174082000,https://www.bea.gov/,2020,1153,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31147,Richardson County,2020,989,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,255,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,41.6,https://www.cdc.gov/places/index.html,2018,321024000,https://www.bea.gov/,2020,4411,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/39033,Crawford County,2020,5903,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1588,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.5,https://www.cdc.gov/places/index.html,2018,1235200000,https://www.bea.gov/,2020,20019,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/41021,Gilliam County,2020,240,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,103,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32.4,https://www.cdc.gov/places/index.html,2018,300239000,https://www.bea.gov/,2020,1145,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/41057,Tillamook County,2020,3291,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1254,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.5,https://www.cdc.gov/places/index.html,2018,950167000,https://www.bea.gov/,2020,19157,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48389,Reeves County,2020,3803,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,560,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,39.7,https://www.cdc.gov/places/index.html,2018,12666552000,https://www.bea.gov/,2020,4652,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/06039,Madera County,2020,25057,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,4034,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.1,https://www.cdc.gov/places/index.html,2018,7099931000,https://www.bea.gov/,2020,50480,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/06059,Orange County,2020,440407,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,83226,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,21.6,https://www.cdc.gov/places/index.html,2018,230145536000,https://www.bea.gov/,2020,1101244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08009,Baca County,2020,211,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,121,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,28.4,https://www.cdc.gov/places/index.html,2018,137473000,https://www.bea.gov/,2020,2251,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26119,Montmorency County,2020,959,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,476,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.5,https://www.cdc.gov/places/index.html,2018,274225000,https://www.bea.gov/,2020,9604,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29087,Holt County,2020,453,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,215,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.5,https://www.cdc.gov/places/index.html,2018,172856000,https://www.bea.gov/,2020,2793,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/40005,Atoka County,2020,1918,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,955,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.6,https://www.cdc.gov/places/index.html,2018,295589000,https://www.bea.gov/,2020,6386,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/23019,Penobscot County,2020,18189,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,5241,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.2,https://www.cdc.gov/places/index.html,2018,6017850000,https://www.bea.gov/,2020,76088,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26077,Kalamazoo County,2020,36412,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,4974,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,32,https://www.cdc.gov/places/index.html,2018,12530386000,https://www.bea.gov/,2020,112585,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26147,St. Clair County,2020,22187,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,5738,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,35.9,https://www.cdc.gov/places/index.html,2018,5122024000,https://www.bea.gov/,2020,72395,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/40123,Pontotoc County,2020,5845,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2167,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.7,https://www.cdc.gov/places/index.html,2018,2013020000,https://www.bea.gov/,2020,16861,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12093,Okeechobee County,2020,6675,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,1897,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.3,https://www.cdc.gov/places/index.html,2018,1151613000,https://www.bea.gov/,2020,18734,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19095,Iowa County,2020,1527,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,245,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.8,https://www.cdc.gov/places/index.html,2018,802948000,https://www.bea.gov/,2020,7358,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20081,Haskell County,2020,280,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,83,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,36.9,https://www.cdc.gov/places/index.html,2018,348946000,https://www.bea.gov/,2020,1692,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/26155,Shiawassee County,2020,9224,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2084,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,37.4,https://www.cdc.gov/places/index.html,2018,1684436000,https://www.bea.gov/,2020,30246,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48335,Mitchell County,2020,543,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,400,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,38.1,https://www.cdc.gov/places/index.html,2018,504203000,https://www.bea.gov/,2020,4077,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/56037,Sweetwater County,2020,5491,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,2224,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,33.2,https://www.cdc.gov/places/index.html,2018,3836603000,https://www.bea.gov/,2020,19842,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08089,Otero County,2020,2633,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2014,644,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2020.S2701,2018,30.8,https://www.cdc.gov/places/index.html,2018,594219000,https://www.bea.gov/,2020,8930,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
